9.150574315932901825e+00,3.614741572986666540e+00
-4.866710354396392990e-01,1.625797048870573747e+01
1.439953983820246641e+00,6.514378365910882263e-01
1.024306947232618015e+01,4.831398126817268768e+00
-6.728188174686726697e+00,-4.202674072228369084e+00
2.926744637529355764e+00,5.036267548185015208e+00
-1.023561753065834878e+01,-2.649459073152409250e+00
1.011085262810206054e+01,1.323151351643248264e+00
-8.968406254096350949e+00,-1.598412595352751264e+00
-2.836442220982672513e+00,1.130704242578219088e+01
3.046656344063728650e+00,4.744883205206378740e+00
-6.464727466662608002e+00,8.073386532675058902e+00
-1.175437273447315256e+01,7.118182830958749152e-01
1.219708946042002529e+00,9.533071423768642916e+00
-4.648587303623811451e+00,-3.394257749385364065e+00
-8.245021178917607330e+00,-1.643941427163088331e+00
-1.039280252414860151e+01,1.316605485614939619e+00
7.405716937691935620e+00,-7.148172827786286376e+00
5.280313183721336401e+00,-3.817127622471095938e-01
-2.906361689826066907e+00,-7.064168757589352587e+00
-9.496995016395143097e+00,-5.379690864992358712e+00
-2.842139652029069263e-01,8.143046506486116831e-01
-5.167637859322734561e-01,-5.520339138528592704e-01
9.520411626413567419e+00,-7.398697745989536223e+00
9.404529500977915291e+00,1.336029473770721410e+01
1.416056959205767685e+00,5.378029533120639805e+00
-9.721565941565064151e+00,-8.293429733329736209e+00
-5.771032587037087103e-01,-1.589575342358050758e+00
-8.758586416036605371e+00,-3.768753470404288208e+00
8.826768213459532220e+00,-6.379911465117644731e-01
-4.911201021467667682e-01,-8.503107842633697899e+00
-4.119553939293382427e+00,-7.548619329821749879e+00
1.818729009781842487e+00,6.270178374901645313e+00
-6.819105015110784151e+00,9.863119412156011734e+00
6.152815787410100157e+00,-4.062638553983338063e+00
-1.043419449945464095e+01,-1.623034571855280550e+00
-1.013350536817386782e+01,1.223139451383304888e+01
9.507464193706891109e+00,-1.519674483547981403e+00
4.821771550387423666e+00,-1.224655619626183700e+01
6.102832644929939043e+00,3.207726074734629229e+00
2.639440849761489627e+00,6.957788575770286421e+00
1.344907397029754748e+01,-1.278745521619293690e+01
1.150500913620387067e+01,6.011336015825085255e+00
-3.785492974419297330e+00,5.110828448396405044e+00
9.922610390592872420e+00,1.454417345359814817e+01
-8.066693181452494699e+00,-5.974537174796787919e-01
-9.919732390681836876e+00,4.851842945783427785e-01
5.528631559265622109e+00,2.140058711375001810e+00
4.501613175411648626e+00,-2.202761547592078983e+00
1.390550488669106022e+00,1.430276683583458919e+01
-1.033503108949960136e+01,4.205127917958318307e+00
9.161227968537502875e+00,7.750815589653426763e+00
-2.044694137546916313e+00,-3.112390199886707176e+00
6.654027630503810187e+00,1.254734151925483099e+00
5.391291514448096622e-01,1.195148927075398770e+00
-8.669508340279548975e+00,-7.436096276006487038e+00
6.605497615524138943e+00,-5.711135803923257370e+00
3.094369605996157624e+00,1.092372227959595099e+00
5.444453388845830411e+00,2.792528671700948095e+00
-1.228173424054927843e+01,-3.272767646323132773e+00
-9.656982691315786127e+00,6.427495448742144291e+00
-1.966746401502408759e+00,-2.745399916362103454e+00
